1696,1885,1629,1683,09:25:34,2017-07-18 
1695,1890,1630,1678,09:25:39,2017-07-18 
1695,1901,1627,1679,09:25:44,2017-07-18 
1695,1905,1625,1676,09:25:49,2017-07-18 
1694,1887,1620,1672,09:25:54,2017-07-18 
1695,1907,1625,1670,09:25:59,2017-07-18 
1695,1904,1631,1670,09:26:04,2017-07-18 
1696,1885,1628,1667,09:26:09,2017-07-18 
1695,1887,1629,1666,09:26:14,2017-07-18 
1695,1891,1624,1664,09:26:19,2017-07-18 
1695,1907,1628,1661,09:26:24,2017-07-18 
1695,1885,1627,1659,09:26:29,2017-07-18 
1694,1885,1624,1657,09:26:35,2017-07-18 
1694,1902,1627,1655,09:26:40,2017-07-18 
1695,1905,1630,1651,09:26:45,2017-07-18 
1695,1886,1630,1652,09:26:50,2017-07-18 
1694,1899,1630,1649,09:26:55,2017-07-18 
1694,1904,1629,1649,09:27:00,2017-07-18 
1695,1886,1624,1644,09:27:05,2017-07-18 
1696,1901,1630,1643,09:27:10,2017-07-18 
1694,1900,1626,1642,09:27:15,2017-07-18 
1696,1888,1627,1641,09:27:20,2017-07-18 
1695,1886,1628,1637,09:27:25,2017-07-18 
1694,1889,1629,1637,09:27:30,2017-07-18 
1694,1895,1624,1633,09:27:35,2017-07-18 
1695,1892,1628,1634,09:27:40,2017-07-18 
1694,1889,1630,1630,09:27:45,2017-07-18 
1694,1888,1624,1629,09:27:50,2017-07-18 
1695,1902,1632,1625,09:27:55,2017-07-18 
1695,1887,1627,1625,09:28:00,2017-07-18 
1694,1888,1621,1623,09:28:05,2017-07-18 
1694,1903,1632,1623,09:28:10,2017-07-18 
1694,1886,1630,1618,09:28:15,2017-07-18 
1694,1905,1627,1618,09:28:20,2017-07-18 
1695,1905,1630,1618,09:28:25,2017-07-18 
1694,1886,1628,1615,09:28:30,2017-07-18 
1694,1904,1627,1613,09:28:35,2017-07-18 
1695,1894,1627,1610,09:28:40,2017-07-18 
1694,1886,1626,1610,09:28:45,2017-07-18 
1694,1901,1625,1607,09:28:50,2017-07-18 
1694,1884,1627,1607,09:28:55,2017-07-18 
1693,1888,1628,1604,09:29:00,2017-07-18 
1695,1904,1634,1602,09:29:05,2017-07-18 
1693,1886,1620,1603,09:29:10,2017-07-18 
1694,1902,1627,1599,09:29:15,2017-07-18 
1693,1886,1629,1598,09:29:20,2017-07-18 
1692,1887,1629,1598,09:29:25,2017-07-18 
1694,1903,1626,1595,09:29:30,2017-07-18 
1694,1886,1629,1595,09:29:36,2017-07-18 
1693,1906,1627,1593,09:29:41,2017-07-18 
1694,1900,1631,1592,09:29:46,2017-07-18 
1694,1883,1630,1590,09:29:51,2017-07-18 
1692,1899,1634,1590,09:29:56,2017-07-18 
1694,1905,1626,1588,09:30:01,2017-07-18 
1694,1886,1627,1586,09:30:06,2017-07-18 
1692,1889,1630,1583,09:30:11,2017-07-18 
1694,1902,1625,1584,09:30:16,2017-07-18 
1692,1893,1629,1582,09:30:21,2017-07-18 
1694,1904,1634,1580,09:30:26,2017-07-18 
1694,1885,1628,1578,09:30:31,2017-07-18 
1693,1885,1626,1577,09:30:36,2017-07-18 
1692,1905,1627,1576,09:30:41,2017-07-18 
1693,1904,1630,1574,09:30:46,2017-07-18 
1693,1904,1630,1572,09:30:51,2017-07-18 
1692,1882,1628,1571,09:30:56,2017-07-18 
1693,1887,1628,1571,09:31:01,2017-07-18 
1691,1884,1624,1569,09:31:06,2017-07-18 
1692,1905,1626,1566,09:31:11,2017-07-18 
1691,1903,1625,1564,09:31:16,2017-07-18 
1692,1905,1627,1563,09:31:21,2017-07-18 
1691,1900,1628,1559,09:31:26,2017-07-18 
1691,1888,1629,1556,09:31:31,2017-07-18 
1691,1891,1630,1553,09:31:36,2017-07-18 
1691,1892,1624,1551,09:31:41,2017-07-18 
1692,1902,1628,1548,09:31:46,2017-07-18 
1691,1883,1627,1545,09:31:51,2017-07-18 
1691,1883,1629,1542,09:31:56,2017-07-18 
1691,1885,1629,1540,09:32:01,2017-07-18 
1689,1888,1629,1535,09:32:06,2017-07-18 
1688,1892,1628,1535,09:32:11,2017-07-18 
1688,1903,1630,1531,09:32:16,2017-07-18 
1689,1903,1632,1529,09:32:21,2017-07-18 
1689,1898,1630,1527,09:32:27,2017-07-18 
1687,1885,1629,1523,09:32:32,2017-07-18 
1676,1887,1629,1521,09:32:37,2017-07-18 
1653,1897,1627,1517,09:32:42,2017-07-18 
1621,1883,1628,1513,09:32:47,2017-07-18 
1594,1901,1627,1513,09:32:52,2017-07-18 
1582,1884,1624,1510,09:32:57,2017-07-18 
1568,1879,1630,1506,09:33:02,2017-07-18 
1553,1893,1629,1504,09:33:07,2017-07-18 
1544,1880,1628,1501,09:33:12,2017-07-18 
1537,1881,1625,1501,09:33:17,2017-07-18 
1529,1899,1627,1496,09:33:22,2017-07-18 
1522,1889,1624,1496,09:33:27,2017-07-18 
1515,1898,1624,1490,09:33:32,2017-07-18 
1505,1884,1630,1488,09:33:37,2017-07-18 
1500,1898,1627,1484,09:33:42,2017-07-18 
1496,1893,1627,1482,09:33:47,2017-07-18 
1489,1892,1625,1482,09:33:52,2017-07-18 
1485,1893,1626,1478,09:33:57,2017-07-18 
1477,1877,1620,1476,09:34:02,2017-07-18 
1472,1895,1626,1474,09:34:07,2017-07-18 
1466,1891,1625,1471,09:34:12,2017-07-18 
1458,1896,1627,1467,09:34:17,2017-07-18 
1457,1887,1628,1466,09:34:22,2017-07-18 
1453,1877,1625,1461,09:34:27,2017-07-18 
1447,1874,1628,1462,09:34:32,2017-07-18 
1444,1885,1628,1458,09:34:37,2017-07-18 
1441,1892,1630,1456,09:34:42,2017-07-18 
1435,1871,1621,1452,09:34:47,2017-07-18 
1431,1887,1626,1451,09:34:52,2017-07-18 
1428,1868,1627,1449,09:34:57,2017-07-18 
1421,1870,1625,1444,09:35:02,2017-07-18 
1419,1885,1633,1442,09:35:07,2017-07-18 
1414,1864,1629,1438,09:35:12,2017-07-18 
1408,1875,1624,1436,09:35:17,2017-07-18 
1405,1881,1624,1435,09:35:23,2017-07-18 
1401,1861,1628,1433,09:35:28,2017-07-18 
1396,1873,1627,1429,09:35:33,2017-07-18 
1394,1869,1624,1428,09:35:38,2017-07-18 
1389,1855,1624,1424,09:35:43,2017-07-18 
1387,1858,1626,1423,09:35:48,2017-07-18 
1384,1845,1628,1422,09:35:53,2017-07-18 
1379,1849,1627,1417,09:35:58,2017-07-18 
1378,1839,1625,1416,09:36:03,2017-07-18 
1374,1824,1628,1415,09:36:08,2017-07-18 
1373,1816,1627,1413,09:36:13,2017-07-18 
1370,1803,1628,1410,09:36:18,2017-07-18 
1367,1787,1620,1407,09:36:23,2017-07-18 
1365,1773,1625,1405,09:36:28,2017-07-18 
1363,1758,1630,1402,09:36:33,2017-07-18 
1361,1742,1635,1400,09:36:38,2017-07-18 
1358,1727,1629,1399,09:36:43,2017-07-18 
1356,1712,1627,1398,09:36:48,2017-07-18 
1353,1695,1625,1394,09:36:53,2017-07-18 
1351,1680,1627,1392,09:36:58,2017-07-18 
1350,1664,1629,1389,09:37:03,2017-07-18 
1348,1649,1627,1389,09:37:08,2017-07-18 
1346,1633,1635,1386,09:37:13,2017-07-18 
1344,1617,1628,1383,09:37:18,2017-07-18 
1343,1601,1625,1382,09:37:23,2017-07-18 
1341,1585,1627,1381,09:37:28,2017-07-18 
1340,1570,1627,1378,09:37:33,2017-07-18 
1339,1554,1625,1376,09:37:38,2017-07-18 
1336,1538,1630,1374,09:37:43,2017-07-18 
1335,1522,1627,1373,09:37:48,2017-07-18 
1333,1507,1629,1372,09:37:53,2017-07-18 
1332,1491,1630,1369,09:37:58,2017-07-18 
1330,1476,1629,1367,09:38:03,2017-07-18 
1328,1460,1624,1366,09:38:08,2017-07-18 
1327,1443,1627,1364,09:38:13,2017-07-18 
1327,1430,1625,1362,09:38:19,2017-07-18 
1324,1414,1626,1362,09:38:24,2017-07-18 
1323,1399,1628,1358,09:38:29,2017-07-18 
1322,1384,1626,1359,09:38:34,2017-07-18 
1321,1370,1628,1357,09:38:39,2017-07-18 
1318,1356,1629,1354,09:38:44,2017-07-18 
1317,1341,1627,1354,09:38:49,2017-07-18 
1316,1326,1627,1352,09:38:54,2017-07-18 
1314,1313,1627,1350,09:38:59,2017-07-18 
1313,1299,1635,1348,09:39:04,2017-07-18 
1311,1285,1628,1347,09:39:09,2017-07-18 
1311,1271,1624,1347,09:39:14,2017-07-18 
1309,1259,1630,1345,09:39:19,2017-07-18 
1308,1246,1629,1343,09:39:24,2017-07-18 
1307,1232,1631,1341,09:39:29,2017-07-18 
1305,1220,1620,1342,09:39:34,2017-07-18 
1304,1208,1627,1340,09:39:39,2017-07-18 
1303,1195,1625,1339,09:39:44,2017-07-18 
1302,1184,1627,1336,09:39:49,2017-07-18 
1301,1171,1628,1337,09:39:54,2017-07-18 
1300,1160,1627,1333,09:39:59,2017-07-18 
1297,1149,1624,1334,09:40:04,2017-07-18 
1297,1138,1634,1331,09:40:09,2017-07-18 
1297,1126,1628,1332,09:40:14,2017-07-18 
1296,1116,1625,1331,09:40:19,2017-07-18 
1295,1106,1627,1331,09:40:24,2017-07-18 
1294,1096,1627,1329,09:40:29,2017-07-18 
1291,1085,1628,1326,09:40:34,2017-07-18 
1291,1075,1628,1329,09:40:39,2017-07-18 
1291,1066,1628,1324,09:40:44,2017-07-18 
1290,1057,1630,1325,09:40:49,2017-07-18 
1289,1048,1627,1322,09:40:54,2017-07-18 
1288,1038,1633,1323,09:41:00,2017-07-18 
1287,1030,1630,1321,09:41:05,2017-07-18 
1286,1022,1631,1322,09:41:10,2017-07-18 
1285,1013,1624,1319,09:41:15,2017-07-18 
1284,1005,1628,1317,09:41:20,2017-07-18 
1284,996,1628,1318,09:41:25,2017-07-18 
1282,989,1630,1316,09:41:30,2017-07-18 
1282,981,1620,1316,09:41:35,2017-07-18 
1281,973,1630,1314,09:41:40,2017-07-18 
1280,966,1629,1314,09:41:45,2017-07-18 
1279,959,1635,1313,09:41:50,2017-07-18 
1279,952,1625,1312,09:41:55,2017-07-18 
1278,945,1631,1311,09:42:00,2017-07-18 
1277,938,1629,1309,09:42:05,2017-07-18 
1277,931,1630,1309,09:42:10,2017-07-18 
1276,925,1625,1309,09:42:15,2017-07-18 
1275,918,1631,1308,09:42:20,2017-07-18 
1274,913,1627,1308,09:42:25,2017-07-18 
1274,906,1628,1305,09:42:30,2017-07-18 
1273,901,1627,1306,09:42:35,2017-07-18 
1272,895,1629,1305,09:42:40,2017-07-18 
1272,889,1629,1305,09:42:45,2017-07-18 
1272,883,1630,1303,09:42:50,2017-07-18 
1271,878,1630,1302,09:42:55,2017-07-18 
1269,873,1628,1304,09:43:00,2017-07-18 
1269,867,1629,1300,09:43:05,2017-07-18 
1267,862,1625,1301,09:43:10,2017-07-18 
1267,857,1627,1300,09:43:15,2017-07-18 
1267,853,1625,1299,09:43:20,2017-07-18 
1267,848,1626,1300,09:43:25,2017-07-18 
1266,843,1630,1298,09:43:30,2017-07-18 
1264,838,1621,1297,09:43:35,2017-07-18 
1265,834,1626,1297,09:43:40,2017-07-18 
1264,829,1627,1296,09:43:45,2017-07-18 
1263,825,1628,1295,09:43:50,2017-07-18 
1262,820,1628,1295,09:43:55,2017-07-18 
1262,816,1625,1293,09:44:00,2017-07-18 
1261,813,1626,1293,09:44:06,2017-07-18 
1260,809,1627,1292,09:44:11,2017-07-18 
1259,805,1630,1292,09:44:16,2017-07-18 
1259,800,1623,1292,09:44:21,2017-07-18 
1258,796,1635,1291,09:44:26,2017-07-18 
1258,792,1629,1289,09:44:31,2017-07-18 
1258,789,1630,1289,09:44:36,2017-07-18 
1257,785,1631,1288,09:44:41,2017-07-18 
1256,782,1627,1286,09:44:46,2017-07-18 
1256,778,1625,1289,09:44:51,2017-07-18 
1255,775,1620,1288,09:44:56,2017-07-18 
1254,772,1628,1287,09:45:01,2017-07-18 
1253,768,1625,1285,09:45:06,2017-07-18 
1253,766,1627,1286,09:45:11,2017-07-18 
1252,762,1624,1286,09:45:16,2017-07-18 
1253,759,1629,1284,09:45:21,2017-07-18 
1252,755,1627,1284,09:45:26,2017-07-18 
1252,752,1627,1283,09:45:31,2017-07-18 
1252,750,1628,1283,09:45:36,2017-07-18 
1251,747,1631,1282,09:45:41,2017-07-18 
1250,744,1625,1282,09:45:46,2017-07-18 
1250,741,1627,1280,09:45:51,2017-07-18 
1251,739,1628,1281,09:45:56,2017-07-18 
1249,736,1624,1281,09:46:01,2017-07-18 
1248,733,1627,1279,09:46:06,2017-07-18 
1249,730,1624,1279,09:46:11,2017-07-18 
1247,728,1628,1278,09:46:16,2017-07-18 
1248,724,1627,1278,09:46:21,2017-07-18 
1247,722,1631,1277,09:46:26,2017-07-18 
1246,720,1627,1277,09:46:31,2017-07-18 
1246,717,1624,1277,09:46:36,2017-07-18 
1245,716,1628,1276,09:46:41,2017-07-18 
1245,713,1627,1276,09:46:46,2017-07-18 
1244,710,1634,1276,09:46:51,2017-07-18 
1245,708,1627,1275,09:46:57,2017-07-18 
1243,706,1629,1275,09:47:02,2017-07-18 
1244,703,1627,1274,09:47:07,2017-07-18 
1243,702,1629,1274,09:47:12,2017-07-18 
1242,699,1624,1273,09:47:17,2017-07-18 
1242,697,1621,1273,09:47:22,2017-07-18 
1241,694,1629,1271,09:47:27,2017-07-18 
1240,693,1627,1271,09:47:32,2017-07-18 
1242,691,1629,1271,09:47:37,2017-07-18 
1242,689,1626,1272,09:47:42,2017-07-18 
1240,687,1623,1270,09:47:47,2017-07-18 
1240,685,1627,1270,09:47:52,2017-07-18 
1239,683,1626,1271,09:47:57,2017-07-18 
1240,681,1628,1269,09:48:02,2017-07-18 
1240,680,1627,1268,09:48:07,2017-07-18 
1238,678,1624,1269,09:48:12,2017-07-18 
1239,676,1631,1267,09:48:17,2017-07-18 
1238,674,1627,1267,09:48:22,2017-07-18 
1239,672,1628,1268,09:48:27,2017-07-18 
1238,670,1627,1266,09:48:32,2017-07-18 
1237,669,1629,1267,09:48:37,2017-07-18 
1237,667,1623,1266,09:48:42,2017-07-18 
1237,665,1620,1266,09:48:47,2017-07-18 
1236,663,1627,1265,09:48:52,2017-07-18 
1236,662,1625,1264,09:48:57,2017-07-18 
1234,660,1620,1264,09:49:02,2017-07-18 
1236,659,1627,1263,09:49:07,2017-07-18 
1235,657,1629,1264,09:49:12,2017-07-18 
1235,656,1620,1262,09:49:17,2017-07-18 
1234,654,1628,1262,09:49:22,2017-07-18 
1234,653,1633,1262,09:49:27,2017-07-18 
1233,651,1628,1262,09:49:32,2017-07-18 
1232,650,1626,1262,09:49:37,2017-07-18 
1234,648,1629,1262,09:49:42,2017-07-18 
1232,647,1625,1262,09:49:47,2017-07-18 
1232,645,1625,1262,09:49:53,2017-07-18 
1233,645,1627,1260,09:49:58,2017-07-18 
1231,643,1630,1260,09:50:03,2017-07-18 
1231,642,1633,1260,09:50:08,2017-07-18 
1230,640,1629,1259,09:50:13,2017-07-18 
1231,639,1628,1259,09:50:18,2017-07-18 
1230,637,1627,1258,09:50:23,2017-07-18 
1230,636,1621,1259,09:50:28,2017-07-18 
1229,635,1629,1258,09:50:33,2017-07-18 
1229,634,1630,1258,09:50:38,2017-07-18 
1227,632,1630,1257,09:50:43,2017-07-18 
1228,631,1629,1256,09:50:48,2017-07-18 
1229,630,1630,1257,09:50:53,2017-07-18 
1228,628,1624,1256,09:50:58,2017-07-18 
1227,627,1631,1256,09:51:03,2017-07-18 
1227,626,1626,1255,09:51:08,2017-07-18 
1227,625,1627,1255,09:51:13,2017-07-18 
1228,624,1620,1255,09:51:18,2017-07-18 
1226,623,1625,1254,09:51:23,2017-07-18 
1227,621,1633,1255,09:51:28,2017-07-18 
1226,620,1630,1256,09:51:33,2017-07-18 
1226,619,1628,1254,09:51:38,2017-07-18 
1226,618,1632,1253,09:51:43,2017-07-18 
1224,618,1628,1253,09:51:48,2017-07-18 
1225,615,1630,1252,09:51:53,2017-07-18 
1224,615,1627,1252,09:51:58,2017-07-18 
1224,614,1625,1252,09:52:03,2017-07-18 
1223,613,1627,1252,09:52:08,2017-07-18 
1224,613,1627,1252,09:52:13,2017-07-18 
1223,611,1626,1251,09:52:18,2017-07-18 
1222,610,1624,1251,09:52:23,2017-07-18 
1223,608,1629,1251,09:52:28,2017-07-18 
1223,609,1628,1250,09:52:33,2017-07-18 
1222,607,1627,1250,09:52:38,2017-07-18 
1222,606,1631,1250,09:52:44,2017-07-18 
1221,605,1627,1249,09:52:49,2017-07-18 
1220,604,1628,1250,09:52:54,2017-07-18 
1221,603,1622,1249,09:52:59,2017-07-18 
1220,603,1630,1248,09:53:04,2017-07-18 
1220,602,1631,1249,09:53:09,2017-07-18 
1220,600,1628,1248,09:53:14,2017-07-18 
1219,600,1627,1248,09:53:19,2017-07-18 
1219,598,1630,1248,09:53:24,2017-07-18 
1218,598,1631,1247,09:53:29,2017-07-18 
1218,597,1628,1248,09:53:34,2017-07-18 
1219,596,1626,1246,09:53:39,2017-07-18 
1218,595,1630,1246,09:53:44,2017-07-18 
1218,594,1630,1246,09:53:49,2017-07-18 
1216,593,1631,1246,09:53:54,2017-07-18 
1218,593,1628,1246,09:53:59,2017-07-18 
1215,592,1631,1245,09:54:04,2017-07-18 
1216,592,1627,1246,09:54:09,2017-07-18 
1217,590,1631,1245,09:54:14,2017-07-18 
1215,590,1628,1244,09:54:19,2017-07-18 
1216,588,1627,1245,09:54:24,2017-07-18 
1215,588,1624,1244,09:54:29,2017-07-18 
1215,587,1624,1244,09:54:34,2017-07-18 
1215,585,1626,1245,09:54:39,2017-07-18 
1214,586,1627,1243,09:54:44,2017-07-18 
1215,585,1628,1244,09:54:49,2017-07-18 
1214,584,1628,1243,09:54:54,2017-07-18 
1214,583,1628,1243,09:54:59,2017-07-18 
1214,582,1627,1242,09:55:04,2017-07-18 
1213,582,1634,1242,09:55:09,2017-07-18 
1214,582,1627,1242,09:55:14,2017-07-18 
1213,581,1634,1242,09:55:19,2017-07-18 
1213,580,1624,1241,09:55:24,2017-07-18 
1212,579,1629,1240,09:55:30,2017-07-18 
1213,580,1624,1241,09:55:35,2017-07-18 
1212,578,1625,1241,09:55:40,2017-07-18 
1212,577,1624,1241,09:55:45,2017-07-18 
1211,576,1627,1240,09:55:50,2017-07-18 
1211,576,1628,1240,09:55:55,2017-07-18 
1212,575,1620,1240,09:56:00,2017-07-18 
1210,575,1629,1239,09:56:05,2017-07-18 
1211,574,1627,1240,09:56:10,2017-07-18 
1211,573,1619,1240,09:56:15,2017-07-18 
1211,573,1622,1239,09:56:20,2017-07-18 
1210,572,1627,1240,09:56:25,2017-07-18 
1209,571,1625,1238,09:56:30,2017-07-18 
1209,571,1627,1238,09:56:35,2017-07-18 
1209,570,1619,1238,09:56:40,2017-07-18 
1209,569,1625,1237,09:56:45,2017-07-18 
1209,569,1635,1238,09:56:50,2017-07-18 
1209,568,1625,1238,09:56:55,2017-07-18 
1208,568,1627,1238,09:57:00,2017-07-18 
1207,567,1627,1236,09:57:05,2017-07-18 
1209,565,1630,1236,09:57:10,2017-07-18 
1208,566,1627,1237,09:57:15,2017-07-18 
1208,565,1626,1237,09:57:20,2017-07-18 
1208,565,1634,1237,09:57:25,2017-07-18 
1207,564,1629,1236,09:57:30,2017-07-18 
1207,564,1629,1236,09:57:35,2017-07-18 
1207,563,1629,1236,09:57:40,2017-07-18 
1207,562,1624,1234,09:57:45,2017-07-18 
1207,562,1621,1234,09:57:50,2017-07-18 
1207,562,1627,1234,09:57:55,2017-07-18 
1207,561,1627,1235,09:58:00,2017-07-18 
1206,560,1628,1235,09:58:05,2017-07-18 
1207,560,1624,1234,09:58:10,2017-07-18 
1206,560,1620,1234,09:58:15,2017-07-18 
1205,559,1621,1233,09:58:20,2017-07-18 
1205,558,1630,1233,09:58:26,2017-07-18 
1206,558,1627,1233,09:58:31,2017-07-18 
1205,558,1625,1234,09:58:36,2017-07-18 
1205,556,1629,1233,09:58:41,2017-07-18 
1204,556,1624,1233,09:58:46,2017-07-18 
1206,556,1627,1233,09:58:51,2017-07-18 
1205,555,1630,1233,09:58:56,2017-07-18 
1204,555,1621,1232,09:59:01,2017-07-18 
1203,554,1627,1232,09:59:06,2017-07-18 
1204,555,1624,1233,09:59:11,2017-07-18 
1204,554,1625,1232,09:59:16,2017-07-18 
1204,553,1627,1232,09:59:21,2017-07-18 
1204,552,1619,1232,09:59:26,2017-07-18 
1204,552,1625,1230,09:59:31,2017-07-18 
1203,551,1627,1230,09:59:36,2017-07-18 
1203,551,1626,1231,09:59:41,2017-07-18 
1203,551,1630,1231,09:59:46,2017-07-18 
1203,551,1627,1231,09:59:51,2017-07-18 
1202,550,1630,1229,09:59:56,2017-07-18 
1202,549,1635,1231,10:00:01,2017-07-18 
1203,549,1631,1230,10:00:06,2017-07-18 
1202,549,1627,1231,10:00:11,2017-07-18 
1201,548,1627,1230,10:00:16,2017-07-18 
1201,548,1624,1230,10:00:21,2017-07-18 
1202,548,1627,1230,10:00:26,2017-07-18 
1202,546,1625,1229,10:00:31,2017-07-18 
1201,546,1626,1230,10:00:36,2017-07-18 
1202,547,1627,1228,10:00:41,2017-07-18 
1201,546,1619,1229,10:00:46,2017-07-18 
1201,546,1627,1229,10:00:51,2017-07-18 
1201,544,1625,1229,10:00:56,2017-07-18 
1201,545,1635,1228,10:01:01,2017-07-18 
1201,544,1628,1227,10:01:06,2017-07-18 
1201,543,1624,1228,10:01:11,2017-07-18 
1201,543,1625,1229,10:01:16,2017-07-18 
1200,543,1624,1228,10:01:22,2017-07-18 
1200,543,1625,1228,10:01:27,2017-07-18 
1200,542,1628,1227,10:01:32,2017-07-18 
1200,542,1634,1227,10:01:37,2017-07-18 
1200,542,1630,1227,10:01:42,2017-07-18 
1200,540,1626,1228,10:01:47,2017-07-18 
1199,541,1634,1226,10:01:52,2017-07-18 
1199,539,1626,1226,10:01:57,2017-07-18 
1198,539,1627,1226,10:02:02,2017-07-18 
1199,540,1628,1226,10:02:07,2017-07-18 
1199,539,1624,1226,10:02:12,2017-07-18 
1199,539,1622,1225,10:02:17,2017-07-18 
1198,538,1630,1226,10:02:22,2017-07-18 
1198,538,1628,1226,10:02:27,2017-07-18 
1199,538,1628,1225,10:02:32,2017-07-18 
1198,537,1624,1225,10:02:37,2017-07-18 
1197,537,1629,1225,10:02:42,2017-07-18 
1198,536,1626,1226,10:02:47,2017-07-18 
1197,536,1625,1224,10:02:52,2017-07-18 
1197,536,1623,1224,10:02:57,2017-07-18 
1197,535,1623,1224,10:03:02,2017-07-18 
1197,535,1629,1224,10:03:07,2017-07-18 
1198,535,1635,1224,10:03:12,2017-07-18 
1197,534,1628,1224,10:03:17,2017-07-18 
1197,534,1628,1224,10:03:22,2017-07-18 
1197,534,1628,1223,10:03:27,2017-07-18 
1197,532,1627,1224,10:03:32,2017-07-18 
1196,532,1629,1223,10:03:37,2017-07-18 
1196,533,1628,1224,10:03:42,2017-07-18 
1196,533,1630,1223,10:03:47,2017-07-18 
1196,532,1627,1222,10:03:52,2017-07-18 
1197,533,1623,1223,10:03:57,2017-07-18 
1196,531,1625,1223,10:04:02,2017-07-18 
1195,531,1624,1223,10:04:07,2017-07-18 
1196,531,1620,1222,10:04:12,2017-07-18 
1196,531,1619,1223,10:04:18,2017-07-18 
1196,530,1621,1221,10:04:23,2017-07-18 
